Date,CAC Real,CAC Predicted,FTSE Real,FTSE Predicted,MDAX Real,MDAX Predicted,SP500 Real,SP500 Predicted,TOPIX Real,TOPIX Predicted
2020-09-21,-3.739117508808443,-0.5887306,-3.3753672767831144,-0.36730197,-3.681762488955187,-0.101056814,-1.1571124305988612,0.21252656,0.0,0.6556235
2020-09-22,-0.4006644351883471,-0.32633066,0.4336447696445143,-0.7077425,0.37694410744171225,-0.5447583,1.0517942372282099,-0.13591954,0.0,-0.48382917
2020-09-23,0.6164044887320809,-0.120711565,1.1973664799140862,-0.8374028,0.6620716515588044,-0.42459163,-2.372141140135786,0.25248742,-0.13180112000583669,0.22288404
2020-09-24,-0.8254446864601307,-0.69397503,-1.2964337900007838,-1.0792009,-1.3142390839540719,-0.56212926,0.2987407782707008,0.11547561,-1.083168617910901,0.1421476
2020-09-25,-0.6920560531808118,-1.5620283,0.3415894126173491,-1.1197133,0.10865102056649693,-0.94818866,1.5976763311659203,0.1547099,0.4789601829763068,0.21491617
2020-09-28,2.4020754134546736,-0.3797554,1.4592643431855734,-0.41475895,1.9436913199227575,-0.034457542,1.6110548559024496,0.24142925,1.6949878536069107,-0.13934754
2020-09-29,-0.23124872245405834,-1.893084,-0.5133326473153454,-1.822005,0.008714380433527787,-1.0485698,-0.4812626805108078,-0.0583188,-0.2304549529763666,-0.34641972
2020-09-30,-0.5924996947478055,-5.137905,-0.5324289953369976,-1.8772924,0.13919546209444353,-3.3297086,0.8253709372292528,-0.9154056,-1.9667088836620163,-1.5062424
2020-10-01,0.4288593174891498,0.009555139,0.2275788002250145,-0.120286025,1.264347770062435,-0.13388568,0.5292893250074426,1.7415831,0.0,0.0072206473
2020-10-02,0.017412790938720165,1.2946332,0.38558028387010157,1.0638188,-0.36243608827907214,0.80623114,-0.9571699006152401,1.7215436,-1.000928950654878,1.0197828
2020-10-05,0.9739102319643146,0.013354948,0.6916158939499707,-0.6153767,1.677630311404199,-0.06911797,1.797553487594228,-0.20118104,1.7418376604814825,0.34141576
2020-10-06,0.4842083224716687,0.10392367,0.11778681931837727,0.0028289766,-0.138199665130201,0.63613683,-1.3988024514247743,-0.044153694,0.5191632310276306,-0.9824936
2020-10-07,-0.2749486258696863,0.4996048,-0.062017432108552054,0.15046829,-0.1817623247072464,0.57959294,1.7405793004954038,0.3068989,0.043749050584840334,-0.04569857
2020-10-08,0.6132732486685777,-0.30190137,0.5344544881227709,-1.0796424,0.7871760547851324,0.47519493,0.8007135650470064,-0.54300445,0.5466239895048242,-0.0022003218
2020-10-09,0.7099028082590665,0.31206506,0.64603222131705,-0.9991958,0.6036261397925233,-0.34794694,0.8790685934612521,-0.5932045,-0.48868297220728835,0.5904807
2020-10-12,0.656584748555122,0.18298613,-0.25379571688562974,-0.16624345,0.5540452085177615,-0.2222865,1.641871313410759,-0.26227307,-0.24463086840924575,-0.03318395
2020-10-13,-0.6362352865569297,0.13059177,-0.527711959582633,-0.07140069,-1.0023339493747452,-0.33895478,-0.6306907889152337,0.49161068,0.3498950314905436,-0.17892411
2020-10-14,-0.12026008517243011,-7.593777,-0.580430205152338,-0.28185657,0.04523598043337787,-0.15650316,-0.6623138843883547,0.0945381,-0.3153235097932084,-0.666611
2020-10-15,-2.109412626526308,-0.19219932,-1.7276994672336898,-0.3052521,-1.5275748377924336,-0.3479569,-0.15278028589691403,0.3422323,-0.7366628140397902,0.086019665
2020-10-16,2.034969053751778,0.3368962,1.492665263042392,-0.20856228,1.1017517258907763,-0.6594928,0.013492797142955414,0.12501633,-0.8640817752284201,-0.27145597
2020-10-19,-0.13351270092748493,-0.23552558,-0.5900756472587587,-0.317536,0.18062178554447694,-0.62110466,-1.6329822808936134,-0.035341688,1.2542576142524187,0.09472006
2020-10-20,0.0002028697961176098,0.42649135,0.07765967389734563,-0.7562203,-0.4402605036427644,-0.7221661,0.47272769717412455,-0.03761818,-0.7472618713293188,-0.42268646
2020-10-21,-1.5282150740067448,1.9255166,-1.9140055898743902,0.7849808,-1.9049654983643858,-0.13064913,-0.21956829851994547,0.4904188,0.7295139444191578,0.55053306
2020-10-22,-0.052946569288925396,0.4220926,0.15840041547650063,-0.14792992,0.0876852313701048,0.52371943,0.5218945382994278,0.36828792,-1.087567171470438,-0.36571777
2020-10-23,1.2008954153251314,0.34290358,1.2899155669630957,0.4143326,0.33255888281988893,0.023645703,0.344578962151343,0.46906626,0.3414022805425354,-0.2527666
2020-10-26,-1.9048239789475454,-0.6701538,-1.1649614011617127,-0.55956185,-2.1115053415392215,-0.78858775,-1.8589538262648644,0.24052534,-0.39007703098465896,0.14666507
2020-10-27,-1.7744574470735741,-0.1669963,-1.0880506076474394,-0.6903506,-0.3699878443265025,-1.42955,-0.30256074002417144,0.54676116,-0.0895625640835562,-0.22178014
2020-10-28,-3.3724681122718647,-0.09713637,-2.5517586869587716,-0.110421225,-2.708723770690824,-1.8205547,-3.5287906850543167,-0.8401496,-0.30787682454112014,-0.0154066635
2020-10-29,-0.03172089116014743,1.0464455,-0.01880776671204788,0.22731815,-0.3179940759067468,-1.6974291,1.1947307117329944,0.34859896,-0.10046200117824755,0.20661639
2020-10-30,0.5376755870774018,-0.71810067,-0.08026156671293581,-0.0010595737,-0.31323371762146385,0.30225307,-1.2129506270184387,-1.2391422,-1.961599821221294,-2.724171
2020-11-02,2.109162777739093,0.051441725,1.3931547154790727,0.043638337,1.3927530033824411,0.088387445,1.231819349472163,0.3646963,1.8121608530199618,-0.24930589
