Date,Source,Headline,Lead Paragraph,URL
2020-10-17,The New York Times,Make Your First Home Your Last: The Case for Not Moving Up,Home has become work and school for millions of people. Many residences needed to somehow shift overnight to accommodate two workplaces and multiple classrooms because of the coronavirus.,https://www.nytimes.com/2020/10/17/your-money/real-estate-coronavirus-mortgage.html
2020-10-17,The New York Times,"Suspect Stalked French School Before Beheading Teacher, Officials Say","PARIS — The suspect in the beheading of a history teacher in a Paris suburb was an 18-year-old immigrant of Chechen descent who was angered by the classroom display of caricatures of the Prophet Muhammad, French officials said on Saturday.",https://www.nytimes.com/2020/10/17/world/europe/france-beheading-teacher-paris-suburb.html
2020-10-17,The New York Times,"Jacinda Ardern, Hero to Liberals Abroad, Is Validated at Home","SYDNEY, Australia — Her face has graced magazine covers all over the world. Her leadership style has been studied by Harvard scholars. Her science-and-solidarity approach to the coronavirus has drawn legions of fans in other countries who write to say, “I wish you were here.”",https://www.nytimes.com/2020/10/17/world/asia/jacinda-ardern-election-new-zealand.html
2020-10-17,The New York Times,"In Kalamazoo, Old High School Classmates Reckon With a Divided Country","From a gauzy distance, Kevin Swift describes his high school years in the 1980s in Kalamazoo, Mich., as a carefree time of basketball games, English classes and beer parties. “We had it great there,” said Mr. Swift, who is Black and grew up in a majority-white neighborhood.",https://www.nytimes.com/2020/10/17/us/politics/voters-michigan-kalamazoo.html
2020-10-17,The New York Times,Joe Biden’s Non-Radical 1960s,[Read our profile detailing Joe Biden’s road to the White House and presidency.],https://www.nytimes.com/2020/10/17/us/politics/joe-biden-college-1960s.html
2020-10-17,The New York Times,Bill Offering L.G.B.T. Protections in Italy Spurs Rallies on Both Sides,"ROME — Protesters turned out in force on Saturday for rival demonstrations on a bill that would make anti-L.G.B.T. violence a hate crime carrying harsher penalties than under current law, coming out by the hundreds in Rome despite a resurgence of coronavirus cases in the country.",https://www.nytimes.com/2020/10/17/world/europe/italy-lgbt-hate-crimes.html
2020-10-17,The New York Times,"Armenia and Azerbaijan Reach New Cease-Fire for Nagorno-Karabakh, Then Report Violations","GORIS, Armenia — Armenia and Azerbaijan agreed to a new cease-fire in their conflict over a disputed territory, the countries said Saturday, days after a truce negotiated a week earlier had unraveled.",https://www.nytimes.com/2020/10/17/world/europe/armenia-azerbaijan-truce-nagorno-karabakh.html
2020-10-18,The New York Times,"A Storied Female Warlord Surrenders, Taliban Say, Exposing Afghan Weakness","KABUL, Afghanistan — In a long conflict waged by men, she’s been a rare female warlord, defending her fief in northern Afghanistan against the Taliban, her own relatives and even against the American-backed central government she allied with.",https://www.nytimes.com/2020/10/18/world/asia/commander-pigeon-afghanistan-woman-commander.html
2020-10-18,The New York Times,A top Palestinian official is in critical condition.,"Saeb Erekat, a senior Palestinian official, was in critical condition on Monday after being hospitalized with the coronavirus.",https://www.nytimes.com/2020/10/18/world/a-top-palestinian-official-is-in-critical-condition.html
2020-10-18,The New York Times,How Mormons Fed Up With Trump Could Help Lift Biden in Arizona,"TUCSON — For the better part of a century, members of the Church of Jesus Christ of Latter-day Saints have made their political home under the Republican Party’s tent, motivated by conservative beliefs rooted in the family values, personal liberty and economic frugality of their faith.",https://www.nytimes.com/2020/10/18/us/politics/arizona-mormons-trump-biden.html
2020-10-18,The New York Times,At Front Lines of a Brutal War: Death and Despair in Nagorno-Karabakh,"STEPANAKERT, Nagorno-Karabakh — On the front line, the stench is overwhelming. The remains of fighters have been lying there for weeks.",https://www.nytimes.com/2020/10/18/world/europe/Nagorno-Karabakh-war-Armenia-Azerbaijan.html
2020-10-18,The New York Times,"In Election, Bolivia Confronts Legacy of Ousted Socialist Leader","LA PAZ, Bolivia — Adalid Zelada fully supported Evo Morales when Bolivia chose him as the country’s first Indigenous president in 2005.",https://www.nytimes.com/2020/10/18/world/americas/bolivia-election-evo-morales.html
2020-10-18,The New York Times,‘It’s insane’: This is what happened when schools reopened in a virus-hit community.,"In mid-September, parents of students at Corner Canyon High School, in an affluent suburb of Salt Lake City, received a text urging them to beg the school board to keep classrooms open.",https://www.nytimes.com/2020/10/18/world/its-insane-this-is-what-happened-when-schools-reopened-in-a-virus-hit-community.html
2020-10-18,The New York Times,New York Post Published Hunter Biden Report Amid Newsroom Doubts,"The New York Post’s front-page article about Hunter Biden on Wednesday was written mostly by a staff reporter who refused to put his name on it, two Post employees said.",https://www.nytimes.com/2020/10/18/business/media/new-york-post-hunter-biden.html
2020-10-18,The New York Times,‘We Have to Speak Out’: Thai Students Defy Protest Ban,BANGKOK — Thai authorities shut down parts of Bangkok’s commercial center and crippled public rail networks over the weekend in an effort to prevent young demonstrators from continuing their antigovernment protests.,https://www.nytimes.com/2020/10/18/world/asia/thai-students-protest-democracy.html
2020-10-18,The New York Times,"Remote but Inclusive for Years, and Now Showing Other Companies How","From her home in Beaverton, Ore., Jamie Davila leads a team of eight engineers in seven states for the technology start-up Ultranauts. Like millions of other people during these work-from-home times, she relies on popular communication tools like Zoom and Slack.",https://www.nytimes.com/2020/10/18/technology/ultranauts-remote-work.html
2020-10-18,The New York Times,‘Lock Them All Up’: Trump’s Whitmer Attack Fits a Damaging Pattern,"As soon as President Trump was released from the hospital after being treated for the coronavirus, he and his allies began counting down the days until he could return to the campaign trail. By reviving his beloved rallies, they thought, he could both prove to voters that he was healthy enough to be re-elected and zero in on Joseph R. Biden Jr.’s vulnerabilities.",https://www.nytimes.com/2020/10/18/us/politics/trump-whitmer-michigan.html
2020-10-18,The New York Times,"Pandemic weariness is making it harder to stem outbreaks, health officials say.","In parts of the world where the coronavirus is resurging, the outbreaks and a rising sense of apathy are colliding, making for a dangerous combination.",https://www.nytimes.com/2020/10/18/world/pandemic-weariness-is-making-it-harder-to-stem-outbreaks-health-officials-say.html
2020-10-18,The New York Times,"As Local News Dies, a Pay-for-Play Network Rises in Its Place","The instructions were clear: Write an article calling out Sara Gideon, a Democrat running for a hotly contested U.S. Senate seat in Maine, as a hypocrite.",https://www.nytimes.com/2020/10/18/technology/timpone-local-news-metric-media.html
2020-10-18,The New York Times,"New York shuts down a wedding amid fears it would draw 10,000 people.","A wedding with up 10,000 guests? In Brooklyn, near a coronavirus hot spot?",https://www.nytimes.com/2020/10/18/world/new-york-shuts-down-a-wedding-amid-fears-it-would-draw-10000-people.html
2020-10-18,The New York Times,"Trump Runs the Kind of Campaign He Likes, but Not the One He Might Need","In public, President Trump and his campaign team project a sense of optimism and bravado. When they meet with Republican donors and state party leaders, presidential aides insist they are fully capable of achieving a close victory over Joseph R. Biden Jr. on Nov. 3.",https://www.nytimes.com/2020/10/18/us/politics/trump-2020-campaign.html
2020-10-18,The New York Times,"Using a Law It Hates, Far Right in Spain Takes Aim at Franco’s Rivals",MADRID — Leftist politicians in Spain have worked slowly but steadily over the years to remove symbols commemorating the former dictator Gen. Francisco Franco from public spaces across the country.,https://www.nytimes.com/2020/10/18/world/europe/spain-plaque-franco.html
2020-10-18,The New York Times,Why These Voters Rejected Hillary Clinton but Are Backing Joe Biden,"Samantha Kacmarik, a Latina college student in Las Vegas, said that four years ago, she had viewed Hillary Clinton as part of a corrupt political establishment.",https://www.nytimes.com/2020/10/18/us/politics/biden-clinton.html
2020-10-18,The New York Times,"After Fleeing Poland, an Antiracism Activist Finds Refuge in Norway","The antiracism activist fled on New Year’s Eve in 2018 with his wife and toddler, seeking refuge in Norway, which has long welcomed political refugees from desperate corners of the world.",https://www.nytimes.com/2020/10/18/world/europe/norway-poland-asylum.html
2020-10-19,The New York Times,Why Things Are Different This Time,"Hi. Welcome to On Politics, your guide to the day in national politics. I’m Lisa Lerer, your host.",https://www.nytimes.com/2020/10/19/us/politics/2020-vs-2016.html
2020-10-19,The New York Times,Trump is racing from rally to rally. But is it helping him?,"There are 15 days left until Election Day. Tens of millions of Americans have already voted. Joseph R. Biden Jr. is leading in the polls, and President Trump’s last chance to turn things around might be the second — and last — presidential debate on Thursday.",https://www.nytimes.com/2020/10/19/us/elections/trump-is-racing-from-rally-to-rally-but-is-it-helping-him.html
2020-10-19,The New York Times,"Trump Official’s Tweet, and Its Removal, Set Off Flurry of Anti-Mask Posts","For months, public health experts — backed by guidelines from the World Health Organization and the Centers for Disease Control and Prevention — have stood firm on one resounding refrain: Against the coronavirus, masks work.",https://www.nytimes.com/2020/10/19/technology/trump-officials-tweet-and-its-removal-set-off-flurry-of-anti-mask-posts.html
2020-10-19,The New York Times,Latest Clash Between China and Taiwan: A Fistfight in Fiji,"TAIPEI, Taiwan — It was supposed to be a quiet diplomatic event at a stylish beachside hotel in Fiji.",https://www.nytimes.com/2020/10/19/world/asia/china-taiwan-fiji-fight.html
2020-10-19,The New York Times,Murderer Who Wielded Narwhal Tusk to Stop Terrorist Gets Royal Pardon,LONDON — Queen Elizabeth II has approved a rare royal pardon for an inmate convicted of murder who used a narwhal tusk to help stop a terrorist attack in which two people were killed before the assailant was killed by the police on London Bridge.,https://www.nytimes.com/2020/10/19/world/europe/london-bridge-narwhal-tusk-pardon.html
2020-10-19,The New York Times,A Coronavirus Relief Deal Remains Elusive,"Pelosi pushes (yet again) for a deal, while Biden’s team issues a warning: It ain’t over till it’s over. It’s Monday, and this is your politics tip sheet. Sign up here to get On Politics in your inbox every weekday.",https://www.nytimes.com/2020/10/19/us/politics/coronavirus-stimulus-bill.html
2020-10-19,The New York Times,"After big jobs at ABC and Netflix, the executive Channing Dungey takes charge of Warner Bros.",Hollywood’s revolving door keeps spinning for top-level executives.,https://www.nytimes.com/2020/10/19/business/media/channing-dungey-warner-bros-netflix.html
2020-10-19,The New York Times,Oil Industry Turns to Mergers and Acquisitions to Survive,"HOUSTON — The once mighty oil and gas industry is flailing, desperately trying to survive a pandemic that has sharply reduced demand for its products.",https://www.nytimes.com/2020/10/19/business/energy-environment/conocophillips-concho-oil-merger.html
2020-10-19,The New York Times,Running the Numbers on Biden’s Tax Policy,"This Nov. 17 and 18, DealBook opens its doors to our first Online Summit. Join us as we welcome the most consequential newsmakers in business, policy and culture to explore the pivotal questions of the moment — and the future. Watch from anywhere in the world, free of charge. Register now.",https://www.nytimes.com/2020/10/19/business/dealbook/biden-tax-economy.html
2020-10-19,The New York Times,Covid Hinders Vital Get-Out-the-Vote Events: Black Family Reunions,"Bettie Griggs, a retiree in Los Angeles, was 12 years old and living in Louisiana when her mother received her first voter registration card in the mail. It was 1965.",https://www.nytimes.com/2020/10/19/us/politics/black-voters-2020.html
2020-10-19,The New York Times,"Europe’s museums are open, but the public isn’t coming.","As cultural institutions reopen across the United States, with new coronavirus protocols in place, many have been looking to Europe, where many museums have been open since May, for a preview of how the public might respond to the invitation to return. So far, there’s little reason to be optimistic.",https://www.nytimes.com/2020/10/19/world/europes-museums-are-open-but-the-public-isnt-coming.html
2020-10-19,The New York Times,Trump calls Fauci ‘a disaster’ and says Americans are tired of virus warnings from ‘these idiots.’,"President Trump attacked Dr. Anthony S. Fauci, the nation’s leading infectious disease specialist, as “a disaster” on Monday and said, despite experts’ warnings that the nation was headed toward another peak in the coronavirus outbreak, that people were “tired” of hearing about the virus and wanted to be left alone.",https://www.nytimes.com/2020/10/19/us/elections/trump-fauci.html
2020-10-19,The New York Times,Airports screened more than one million travelers for the first time since mid-March.,"More than a million people passed through airport checkpoints on Sunday, the first time the Transportation Security Administration has screened that many people since mid-March.",https://www.nytimes.com/2020/10/19/business/airports-screened-more-than-one-million-travelers-for-the-first-time-since-mid-march.html
2020-10-19,The New York Times,"After Teacher’s Decapitation, France Unleashes a Broad Crackdown on ‘the Enemy Within’","PARIS — France on Monday unleashed a broad crackdown on Muslims accused of extremism, carrying out dozens of raids, vowing to shut down aid groups and threatening to expel foreigners as anger swept the country following the decapitation of a middle school teacher for showing caricatures of the Prophet Muhammad in class.",https://www.nytimes.com/2020/10/19/world/europe/france-raids-teacher-beheading.html
2020-10-19,The New York Times,India Captures Chinese Soldier Along Disputed Mountain Border,"NEW DELHI — The Indian troops fed the captured Chinese soldier a meal. They gave him oxygen and some warm clothes. They treated him respectfully, both sides indicated, and the Indians said that they planned to release him soon.",https://www.nytimes.com/2020/10/19/world/asia/india-china-border-soldier-captured.html
2020-10-19,The New York Times,"Chasing Illicit Money, Global Officials Circle a Puerto Rican Firm",Tax authorities from the United States and four other countries have joined forces to stop shadowy global money networks that use international borders to stymie local investigations.,https://www.nytimes.com/2020/10/19/business/puerto-rico-euro-pacific-investigation.html
2020-10-19,The New York Times,"2,000-Year-Old Cat Etching Found at Nazca Lines Site in Peru","The image, stretching for 40 yards on a hillside in Peru, shows a creature with pointy ears, orb-like eyes and a long striped tail. It appears to be a cat lounging, as cats often do.",https://www.nytimes.com/2020/10/19/world/americas/peru-cat-nazca-lines-nasca.html
2020-10-19,The New York Times,Pakistan Rescinds TikTok Ban,"ISLAMABAD, Pakistan — Just 10 days after introducing a ban on TikTok, the Pakistani authorities said on Monday that they were reversing the decision after receiving assurance from the Chinese-owned social media platform that it would moderate content according to local laws.",https://www.nytimes.com/2020/10/19/business/pakistan-tiktok-ban.html
2020-10-19,The New York Times,Unions signal their comfort with reopening Disney parks in California.,"Marking a potentially significant step toward the reopening of the Disneyland Resort in California, a coalition of unions representing thousands of workers has informed Gov. Gavin Newsom that it is generally satisfied with the health measures laid out by the company for operating safely.",https://www.nytimes.com/2020/10/19/business/unions-signal-their-comfort-with-reopening-disney-parks-in-california.html
2020-10-19,The New York Times,"Romans Want to Get Rid of Wild Boars, but Killing Them? That’s Another Matter","Wild boars are a menace in Rome, strewing garbage around the city, blocking traffic and causing numerous car accidents. Residents have been demanding action — but not this.",https://www.nytimes.com/2020/10/19/world/europe/rome-wild-boars-killed.html
2020-10-19,The New York Times,"As Britain Edges Toward Lockdowns, Long-Held Grievances Flare Up","LONDON — Britain’s desperate attempt to curb a second wave of the coronavirus has exposed multiple fractures in its politics and society, but perhaps none as jagged as that between Prime Minister Boris Johnson and the mayor of Greater Manchester, the country’s second-largest urban area.",https://www.nytimes.com/2020/10/19/world/europe/coronavirus-manchester-britain.html
2020-10-19,The New York Times,Evo Morales Is Out. His Socialist Project Lives On.,"LA PAZ, Bolivia — In a presidential election that was widely viewed as a referendum on the legacy of Evo Morales, Bolivia’s first Indigenous president, voters appear to have spoken clearly: They want his socialist project to go on.",https://www.nytimes.com/2020/10/19/world/americas/morales-arce-bolivia-election.html
2020-10-19,The New York Times,Marching Orders for the Next Investment Chief of CalPERS: More Private Equity,Ben Meng got the job of chief investment officer of CalPERS by convincing the trustees of the nation’s largest public pension fund that he could hit their target of a 7 percent annual return on investment by directing more of the fund’s billions into private equity.,https://www.nytimes.com/2020/10/19/business/calpers-pension-private-equity.html
2020-10-19,The New York Times,Landslide in Vietnam Kills at Least 20 Military Personnel,"A landslide in Vietnam on Sunday killed at least 20 military personnel and left two missing, the local news media reported, following weeks of torrential rains and flooding that have devastated parts of the country and killed dozens of people.",https://www.nytimes.com/2020/10/19/world/asia/vietnam-landslide.html
2020-10-19,The New York Times,Republican Voters Take a Radical Conspiracy Theory Mainstream,"DALTON, Ga. — Sitting in the local Republican office most days is a lifelong conservative named Diane Putnam, who got her first taste of politics when Dwight D. Eisenhower was president and she was a little girl telling people that she liked Ike.",https://www.nytimes.com/2020/10/19/us/politics/qanon-trump-republicans.html
2020-10-19,The New York Times,Donald Trump Is Losing His Touch. So Is the TV Producer Who Shaped His Image.,"Did you catch Steve Harvey’s “Funderdome” on ABC? How about “The World’s Best” on CBS, “The Contender” on Epix, or “World’s Toughest Race: Eco-Challenge” on Amazon Prime? Or the Christian-themed dramas “A.D. The Bible Continues” on NBC and “Messiah” on Netflix?",https://www.nytimes.com/2020/10/18/business/media/burnett-trump-apprentice.html
2020-10-19,The New York Times,"Mask Mandate? In a Montana Town, It ‘Puts Us at Odds With Customers’","HAMILTON, Mont. — Outside River Rising Bakery sits an older gentleman, his face uncovered. He’s here every morning, greeting customers as he drinks his coffee and reads. Inside, people mill about, waiting to order. A group of moms chat at a corner table.",https://www.nytimes.com/2020/10/19/business/masks-montana-coronavirus.html
2020-10-19,The New York Times,"With Covid-19 under control, China’s economy surges ahead.","As most of the world still struggles with the pandemic, China is showing once again that a fast economic rebound is possible when the virus is brought under control.",https://www.nytimes.com/2020/10/18/world/with-covid-19-under-control-chinas-economy-surges-ahead.html
2020-10-19,The New York Times,Trump Team Unveils $55 Million Ad Blitz on a Day of Scattershot Attacks,"President Trump’s re-election campaign on Monday announced a $55 million advertising blitz for the final two weeks of the race in a string of battleground states, as the president spent the day unleashing attacks against Joseph R. Biden Jr., Dr. Anthony S. Fauci and the news media.",https://www.nytimes.com/2020/10/19/us/politics/trump-ads-biden-election.html
2020-10-19,The New York Times,Migrant farmworkers under lockdown say restrictions severely limit their freedom.,"Each spring, a thousand or more Mexican tomato pickers descend on the Eastern Shore of Virginia to toil in the fields of Lipman Family Farms, enduring long hours stooped over to pluck the plump fruit. An adept worker will fill a 32-pound bucket every two and a half minutes, earning 65 cents for each one.",https://www.nytimes.com/2020/10/19/world/migrant-farmworkers-under-lockdown-say-restrictions-severely-limit-their-freedom.html
2020-10-19,The New York Times,How Prepared Are These 7 Battlegrounds for the Election? A Readiness Report,"In Georgia, the state’s voting machines have malfunctioned in three consecutive elections this year alone.",https://www.nytimes.com/2020/10/19/us/politics/how-prepared-are-these-7-battlegrounds-for-the-election-a-readiness-report.html
2020-10-19,The New York Times,Biden focuses on shuttered bars and clubs in a new ad faulting Trump.,"Joseph R. Biden Jr. is flipping the script on President Trump, who has tried to frame the election as a choice between keeping the economy open or returning to coronavirus lockdowns under Democrats.",https://www.nytimes.com/2020/10/19/us/elections/biden-focuses-on-shuttered-bars-and-clubs-in-a-new-ad-faulting-trump.html
2020-10-19,The New York Times,High-Level U.S. Mission to Syria Sought Release of American Prisoners,"High-level United States officials traveled recently to Syria for rare talks with the Assad government in an attempt to secure the release of American citizens held prisoner there, a high priority for the Trump administration, but there has been little apparent progress so far, officials said.",https://www.nytimes.com/2020/10/19/world/middleeast/syria-prisoners-austin-tice.html
2020-10-19,The New York Times,Are Michigan Democrats in Trouble in Their Senate Race?,"One candidate slapped on a helmet, a black leather jacket and rode his Harley Davidson across Michigan. His ads highlight his toughness on China and his support for banning Chinese travelers from entering the United States early in the coronavirus outbreak, a policy of President Trump’s.",https://www.nytimes.com/2020/10/19/us/politics/michigan-senate-peters-james.html
2020-10-19,The New York Times,"Trump campaigns in Arizona, which was hit hard by the virus.",President Trump traveled to Arizona on Monday for rallies in Prescott and Tucson. Here’s a snapshot of how the state has been doing on two of the biggest issues of the day: the coronavirus and the economy.,https://www.nytimes.com/2020/10/19/us/elections/trump-campaigns-in-arizona-which-was-hit-hard-by-the-virus.html
2020-10-19,The New York Times,Black family reunions are often used to pass down political knowledge. Not in 2020.,"Bettie Griggs, a retiree in Los Angeles, was 12 years old and living in Louisiana when her mother received her first voter registration card in the mail. It was 1965.",https://www.nytimes.com/2020/10/19/us/elections/black-family-reunions-are-often-used-to-pass-down-political-knowledge-not-in-2020.html
2020-10-19,The New York Times,"‘If There Were No Hashish Here, You Wouldn’t See a Single House’","YAMOUNEH, Lebanon — In a Lebanese farming village of rocky soil and stone villas, cannabis grows everywhere.",https://www.nytimes.com/2020/10/19/world/middleeast/lebanon-hashish-cannabis.html
2020-10-19,The New York Times,Festival Cancels Abu Dhabi Event After Allegations of Sexual Assault,"LONDON — The Hay Festival, an annual staple of Britain’s literary calendar, announced on Monday that an offshoot event to promote freedom of speech and women’s empowerment would no longer be held in Abu Dhabi after one of its employees accused the United Arab Emirates’ minister of tolerance of sexual assault.",https://www.nytimes.com/2020/10/19/world/middleeast/hay-festival-abu-dhabi-sexual-assault.html
2020-10-19,The New York Times,"With Covid-19 Under Control, China’s Economy Surges Ahead",,https://www.nytimes.com/2020/10/18/business/china-economy-covid.html
2020-10-19,The New York Times,"Behind in Polls, Republicans See a Silver Lining in Voter Registrations","With President Trump trailing in public polls in nearly every major battleground state, Republicans are pointing to what they see as more promising data: Updated voter registration tallies show that Republicans have narrowed the gap with Democrats in three critical states.",https://www.nytimes.com/2020/10/19/us/politics/vote-registration-Florida-North-Carolina-Pennsylvania.html
2020-10-19,The New York Times,"CVS Health will hire 15,000 more workers ahead of flu season.","CVS Health announced on Monday that it planned to hire 15,000 workers to prepare for expected increases in coronavirus and flu cases in the United States during the fall and winter months.",https://www.nytimes.com/2020/10/19/business/cvs-health-will-hire-15000-more-workers-ahead-of-flu-season.html
2020-10-20,The New York Times,The Case(s) Against Big Tech,"On Nov. 17 and 18, DealBook opens its doors to our first Online Summit. Join us as we welcome consequential newsmakers in business, policy and culture to explore the pivotal questions of the moment — and the future. Watch from anywhere in the world, free of charge. Register now.",https://www.nytimes.com/2020/10/20/business/dealbook/big-tech-antitrust.html
2020-10-20,The New York Times,Trump and Biden will be muted during parts of Thursday’s debate.,"President Trump and Joseph R. Biden Jr. will be muted during portions of Thursday’s final presidential debate, an effort by the organizers to avoid the unruly spectacle that played out at the candidates’ first meeting in Cleveland last month.",https://www.nytimes.com/2020/10/20/us/elections/trump-and-biden-will-be-muted-during-parts-of-thursdays-debate.html
2020-10-20,The New York Times,"1,300 Prisoners Escape From Congo Jail After an Attack Claimed by ISIS","At least 1,300 prisoners escaped from a jail in the Democratic Republic of Congo early on Tuesday, the United Nations said, after an armed assault for which the Islamic State has claimed responsibility.",https://www.nytimes.com/2020/10/20/world/africa/congo-jail-attack-prisoners-freed.html
2020-10-20,The New York Times,What Pandemic? Japanese Film Draws a Record Flood of Moviegoers,"TOKYO — In the United States, movies are being shown to seas of empty seats, if theaters are opening at all. But in Japan, an animated film just had the biggest box office weekend in the country’s history — by far.",https://www.nytimes.com/2020/10/20/business/demon-slayer-japan-movie.html
2020-10-20,The New York Times,"Voters favor Biden over Trump on almost all major issues, a new poll shows.","Joseph R. Biden Jr. holds a nine-point lead over President Trump amid widespread public alarm about the trajectory of the coronavirus pandemic and demand among voters for large-scale government action to right the economy, according to a national poll of likely voters conducted by The New York Times and Siena College.",https://www.nytimes.com/2020/10/20/us/elections/voters-favor-biden-over-trump-on-almost-all-major-issues-a-new-poll-shows.html
2020-10-20,The New York Times,College Students Aren’t on Campus. Their Missing Votes Could Make a Difference.,"EAST LANSING, Mich. — The air still became crisper, and the leaves still changed from green to gold. But many college towns looked a lot different this fall, their campuses quiet as universities adopted online instruction to help stop the spread of the coronavirus.",https://www.nytimes.com/2020/10/20/us/politics/college-students-voting-location.html
2020-10-20,The New York Times,It’s Google’s World. We Just Live in It.,"About 20 years ago, I typed Google.com into my web browser for the first time. It loaded a search bar and buttons. I punched in “D.M.V. sample test,” scrolled through the results and clicked on a site.",https://www.nytimes.com/2020/10/20/technology/doj-google.html
2020-10-20,The New York Times,How ‘Spygate’ Attacks Fizzled,"For years, it was the subject of countless Fox News segments, talk radio rants, and viral right-wing tweets and Facebook posts. It spawned congressional hearings, Justice Department investigations, and investigations of those investigations. President Trump called it “the biggest political crime in the history of our country,” and suggested that its perpetrators deserved 50-year prison sentences.",https://www.nytimes.com/2020/10/20/technology/how-spygate-attacks-fizzled.html
2020-10-20,The New York Times,"Emiratis Land in Israel, Firming New Ties and Angering Palestinians","JERUSALEM — Diplomats from the United Arab Emirates on Tuesday made their first official trip to Israel since the countries normalized relations in August, and the two sides signed pacts deepening their ties, including allowing their citizens to travel from one country to the other without visas — Israel’s first such waiver with an Arab state.",https://www.nytimes.com/2020/10/20/world/middleeast/israel-uae-travel-checkpoints.html
2020-10-20,The New York Times,"The Big Role That Big Donors Still Play, Quietly, for Joe Biden","One Monday evening last month, Hillary Clinton and Senator Kamala Harris, and two actors who portrayed them on “Saturday Night Live,” Amy Poehler and Maya Rudolph, gathered for a virtual fund-raiser benefiting the Biden campaign. By all accounts, the livestream was a smashing success: about 100,000 people watched and donated. The event raised $4.4 million.",https://www.nytimes.com/2020/10/20/us/politics/joe-biden-donors.html
2020-10-20,The New York Times,"Is Florida, the recount state, ready for the election?","More than two decades of scandals and blunders have made Florida the nation’s elections punchline, the state that kept the world at the edge of its seat while votes for president were manually recounted. ",https://www.nytimes.com/2020/10/20/us/elections/is-florida-the-recount-state-ready-for-the-election.html
2020-10-20,The New York Times,A Supreme Court Split on Voting,"The Supreme Court issues a ruling with implications for Election Day, while Trump steps up his attacks on Fauci. It’s Tuesday, and this is your politics tip sheet. Sign up here to get On Politics in your inbox every weekday.",https://www.nytimes.com/2020/10/20/us/politics/supreme-court-voting.html
2020-10-20,The New York Times,"In ‘Lobster War,’ Indigenous Canadians Face Attacks by Fishermen","Jason Marr, an Indigenous lobsterman in Nova Scotia, was unloading his live catch at a storage facility last week when, he said, an angry mob of 200 commercial fishermen began pounding on the door, screaming to be let in.",https://www.nytimes.com/2020/10/20/world/canada/nova-scotia-lobster-war.html
2020-10-20,The New York Times,Trump describes hypothetical quid pro quo with Exxon. Exxon says: ‘It never happened.’,"Shortly after President Trump said at a campaign rally that he could, hypothetically, call up the chief executive of Exxon Mobil and ask for a campaign contribution in return for granting political favors, the company took to Twitter to say that no such call had ever taken place.",https://www.nytimes.com/2020/10/20/us/elections/trump-describes-hypothetical-quid-pro-quo-with-exxon-exxon-says-it-never-happened.html
2020-10-20,The New York Times,1945: Strike Paralyzes Argentina,Special to The European Edition,https://www.nytimes.com/2020/10/20/world/europe/1945-strike-paralyzes-argentina.html
2020-10-20,The New York Times,"To avoid quarantining students, a school district tries moving them around every 15 minutes.","To reduce the number of students sent home to quarantine after exposure to the coronavirus, the Billings Public Schools, the largest school district in Montana, came up with an idea that has public health experts shaking their heads: Reshuffling students in the classroom four times an hour.",https://www.nytimes.com/2020/10/20/us/billings-schools-montana-covid.html
2020-10-20,The New York Times,Trump and Biden Will Be Muted for Parts of Their Next Debate,[Read our live coverage of the final presidential debate between Trump and Biden.],https://www.nytimes.com/2020/10/19/us/politics/trump-biden-muted-debate.html
2020-10-20,The New York Times,"Facing a Deluge of Misinformation, Colorado Takes the Offensive Against It","Like so many modern election sagas, it started with a tweet.",https://www.nytimes.com/2020/10/20/us/politics/election-colorado-misinformation.html
2020-10-20,The New York Times,1.5 million New Yorkers can’t afford food. Pantries are their lifeline.,"As the pandemic settled into New York City, hunger drove tens of thousands of residents into food pantry lines, many for the first time. An estimated 1.5 million people cannot afford food.",https://www.nytimes.com/2020/10/20/world/1-5-million-new-yorkers-cant-afford-food-pantries-are-their-lifeline.html
2020-10-20,The New York Times,Nigerian Forces Fire on Protesters,"LAGOS, Nigeria — Nigerian security forces opened fire Tuesday night at a demonstration in Lagos against police brutality, hitting several people according to witnesses, in a major escalation of the unrest that has gripped the country for two weeks.",https://www.nytimes.com/2020/10/20/world/africa/Nigeria-protests-shooting.html
2020-10-20,The New York Times,"As Britain edges toward lockdowns, long-held grievances flare up.","Britain’s desperate attempt to curb a second wave of the coronavirus has exposed multiple fractures in its politics and society, but perhaps none as jagged as that between Prime Minister Boris Johnson and the mayor of Greater Manchester, the country’s second-largest urban area.",https://www.nytimes.com/2020/10/20/world/as-britain-edges-toward-lockdowns-long-held-grievances-flare-up.html
2020-10-20,The New York Times,Google Up Against Laws That Thwarted Microsoft (and Others Since 1890),"Two weeks ago, House lawmakers concluded a 16-month investigation into Amazon, Apple, Google and Facebook and called for sweeping changes to curb their market power. The lawmakers’ verdict: Traditional antitrust laws aren’t up to the challenge, and the laws need their biggest overhaul in more than 40 years.",https://www.nytimes.com/2020/10/20/technology/google-antitrust-laws-microsoft.html
2020-10-20,The New York Times,Stock buybacks are about to get more complicated.,"The Securities and Exchange Commission recently settled a case that may have major implications for publicly traded companies, notes today’s DealBook newsletter. The regulator imposed a fine over a stock buyback by the energy company Andeavor, introducing an unexpected accounting wrinkle to the repurchase process that experts say companies have probably not considered before.",https://www.nytimes.com/2020/10/20/business/stock-buybacks-are-about-to-get-more-complicated.html
