Date,Source,Headline,Lead Paragraph,URL
2020-11-17,The New York Times,Republicans home in on bias complaints.,"The committee’s Republican members attacked the power that social media companies have to moderate content on their platforms, accusing them of making politically slanted calls while hiding behind a decades-old liability shield.",https://www.nytimes.com/2020/11/17/technology/republicans-home-in-on-bias-complaints.html
2020-11-17,The New York Times,"‘Release the Kraken,’ a catchphrase for unfounded conspiracy theory, trends on Twitter.","A catchphrase winking at an unfounded voter fraud conspiracy in the presidential election trended on Twitter on Tuesday morning as President Trump’s allies continued to contest the outcome of the election, which has been called for Joseph R. Biden Jr.",https://www.nytimes.com/2020/11/17/technology/release-the-kraken-a-catchphrase-for-unfounded-conspiracy-theory-trends-on-twitter.html
2020-11-17,The New York Times,Tech’s legal shield draws substantive scrutiny.,A law that has legally shielded online platforms — Section 230 of the Communications Decency Act — has long been mentioned by lawmakers as a potential target for reform.,https://www.nytimes.com/2020/11/17/technology/techs-legal-shield-draws-substantive-scrutiny.html
2020-11-17,The New York Times,Biden was asked about canceling student loan debt. Progressives saw an opening.,The question the reporter asked President-elect Joseph R. Biden Jr. on Monday was simple enough: Did canceling student-loan debt figure into his plans for the economy and would he take executive action to do it?,https://www.nytimes.com/2020/11/17/us/biden-was-asked-about-canceling-student-loan-debt-progressives-saw-an-opening.html
2020-11-17,The New York Times,"Dorsey, under fire from both parties, defends labeling tweets.",Jack Dorsey defended Twitter’s moderation policies against attacks from Republicans and Democrats and urged lawmakers to focus instead on oversight of the algorithms that help moderate and recommend content. ,https://www.nytimes.com/2020/11/17/technology/dorsey-under-fire-from-both-parties-defends-labeling-tweets.html
2020-11-17,The New York Times,"Lobbyists and consultants are highlighting their ties to Biden, which have become lucrative.","While President-elect Joseph R. Biden Jr. has taken steps to demonstrate his distance from lobbyists, his presidency is being welcomed in Washington’s influence industry.",https://www.nytimes.com/2020/11/17/us/lobbyists-and-consultants-are-highlighting-their-ties-to-biden-which-have-become-lucrative.html
2020-11-17,The New York Times,Recession With a Difference: Women Face Special Burden,"For millions of working women, the coronavirus pandemic has delivered a rare and ruinous one-two-three punch.",https://www.nytimes.com/2020/11/17/business/economy/women-jobs-economy-recession.html
2020-11-17,The New York Times,Programming note: Senator Elizabeth Warren on the future of policymaking.,"Because of technical difficulties, the session with Senator Elizabeth Warren is not available at the regularly scheduled time, but will be posted later today. ",https://www.nytimes.com/2020/11/17/business/dealbook/programming-note-senator-elizabeth-warren-on-the-future-of-policymaking.html
2020-11-17,The New York Times,California is ‘pulling the emergency brake’ on its reopening plans.,"California’s governor announced Monday that the state is “pulling the emergency brake” on its reopening and reinstating broad restrictions, while Iowa’s governor reversed course and announced a mask mandate.",https://www.nytimes.com/2020/11/17/us/california-is-pulling-the-emergency-brake-on-its-reopening-plans.html
2020-11-17,The New York Times,A Popular Political Site Made a Sharp Right Turn. What Steered It?,"For three days after every major news organization declared Joseph R. Biden Jr. the victor of the presidential election, one widely read political site maintained that Pennsylvania was still too close to call.",https://www.nytimes.com/2020/11/17/us/politics/real-clear-politics.html
2020-11-17,The New York Times,Trump found more than 10 million new voters. They were not enough.,"Scarred or energized by President Trump’s four years, Americans voted in record numbers in this election. A set of maps The Times published Monday night shows some of the electoral trends that led to President-elect Joseph R. Biden Jr.’s victory. ",https://www.nytimes.com/2020/11/17/us/trump-found-more-than-10-million-new-voters-they-were-not-enough.html
2020-11-17,The New York Times,A Ride on the Assembly Line With the World’s Most Famous Chalk,"The bright-white sticks drop one by one into the whir and clatter of a weatherworn piece of machinery, where they are stamped with the most celebrated name in chalk: Hagoromo.",https://www.nytimes.com/2020/11/17/world/asia/hagoromo-chalk.html
2020-11-17,The New York Times,"Key takeaways from the hearing, by the numbers.","The Senate Judiciary Committee concluded its hearing with Mark Zuckerberg, Facebook’s chief executive, and Jack Dorsey, Twitter’s chief executive, after more than four hours and 127 questions on Tuesday.",https://www.nytimes.com/2020/11/17/technology/key-takeaways-from-the-hearing-by-the-numbers.html
2020-11-17,The New York Times,Trump has until Wednesday to request a recount in Wisconsin. It would cost him $7.9 million.,President Trump’s campaign has until 6 p.m. Eastern time on Wednesday to pay $7.9 million if it wants to pursue a recount of the state’s 3.2 million ballots. The Wisconsin Elections Commission announced the recount cost on Monday after receiving estimates from all 72 of the state’s counties.,https://www.nytimes.com/2020/11/17/us/trump-has-until-wednesday-to-request-a-recount-in-wisconsin-it-would-cost-him-7-9-million.html
2020-11-17,The New York Times,"As Fighting Rages in Ethiopia, Aid Groups Plead for Access to Refugees","ADDIS ABABA, Ethiopia — Even before fighting started in November between the Ethiopian government and powerful military forces in the country’s northern region of Tigray, the area was home to as many as 200,000 refugees and displaced people, according to United Nations agencies.",https://www.nytimes.com/2020/11/17/world/africa/ethiopia-tigray-refugees.html
2020-11-17,The New York Times,"With All Eyes on Senate Runoff in Georgia, Here’s How Residents Can Vote","With control of the Senate at stake, the Jan. 5 runoff for Georgia’s two Senate seats has become the political focal point of the nation. Two Republican incumbents, Senators David Perdue and Kelly Loeffler, are facing runoffs against well-funded Democratic opponents.",https://www.nytimes.com/2020/11/17/us/politics/georgia-senate-runoff-voting.html
2020-11-17,The New York Times,Disappearing Tweets? Twitter Now Has a Feature for That,"SAN FRANCISCO — First Snapchat did it. Then Instagram and Facebook jumped in. Now Twitter is joining in, too.",https://www.nytimes.com/2020/11/17/technology/twitter-fleets-disappearing-tweets.html
2020-11-17,The New York Times,"If Mark Zuckerberg repeats himself, don’t be surprised.","Don’t be surprised if Mark Zuckerberg, Facebook’s chief executive, starts to sound repetitive at Tuesday’s Senate Judiciary Committee hearing on censorship and social media. He has done this before.",https://www.nytimes.com/2020/11/17/technology/mark-zuckerberg-senate.html
2020-11-17,The New York Times,"Vaccine Unproven? No Problem in China, Where People Scramble for Shots","Ethan Zhang needed to get back to work. Work was in Ivory Coast, however, and since January the global coronavirus outbreak had stranded the 26-year-old translator in mainland China.",https://www.nytimes.com/2020/11/17/business/china-coronavirus-vaccine-safety.html
2020-11-17,The New York Times,"Masayoshi Son, chief executive of SoftBank, prepares for a ‘worst case scenario’ as cases rise.","Masayoshi Son, the founder and chief executive of the Japanese tech conglomerate SoftBank, warned at a DealBook conference on Tuesday that he was preparing for “the worst case scenario” as virus cases increase around the world.",https://www.nytimes.com/2020/11/17/world/masayoshi-son-chief-executive-of-softbank-prepares-for-a-worst-case-scenario-as-cases-rise.html
2020-11-17,The New York Times,"As Occupancy Dwindles, College Dorms Go Beyond Students","Yeshiva University was in trouble, and Pebb Capital saw an opportunity.",https://www.nytimes.com/2020/11/17/business/college-dorms-coronavirus.html
2020-11-17,The New York Times,Senate Republicans take aim at Facebook and Twitter executives for sharing of election content.,"Republicans continued on Tuesday to press their case against Facebook and Twitter, arguing in a hearing before a Senate panel that their decisions to limit the distribution of factually questionable content that was favorable to President Trump amounted to improper influence in the election.",https://www.nytimes.com/2020/11/17/us/senate-republicans-take-aim-at-facebook-and-twitter-executives-for-sharing-of-election-content.html
2020-11-17,The New York Times,Recent Commercial Real Estate Transactions,$2.8 MILLION,https://www.nytimes.com/2020/11/17/business/new-york-commercial-real-estate.html
2020-11-17,The New York Times,"Twitter’s chief, Jack Dorsey, is likely to face particular ire.","Of all the social media platforms, Twitter has lately been especially aggressive in disputing inaccurate election-related posts and hiding messages. That means Jack Dorsey, Twitter’s chief executive, may face particular fire while testifying in front of the Senate Judiciary Committee on Tuesday about social media and censorship.",https://www.nytimes.com/2020/11/17/technology/jack-dorsey-senate.html
2020-11-17,The New York Times,Biden’s Economic Plan for the Virus,"Biden warns of fatal consequences as Trump stonewalls on the transition, and Whitmer faces more blowback over the restrictions in Michigan. It’s Tuesday, and this is your politics tip sheet. Sign up here to get On Politics in your inbox every weekday.",https://www.nytimes.com/2020/11/17/us/politics/biden-coronavirus-economy.html
2020-11-17,The New York Times,German Police Arrest 3 Suspects in Heist of Royal Jewels,"BERLIN — The German police said on Tuesday that they had arrested three men with links to organized crime and were searching for two other suspects in connection with the theft of gold, diamonds and other precious stones from three highly prized collections of Baroque royal jewels in a museum in Dresden last year.",https://www.nytimes.com/2020/11/17/world/europe/germany-arrest-dresden-jewels-theft.html
2020-11-17,The New York Times,Here’s what you need to know about today’s hearing.,"Mark Zuckerberg, the chief executive of Facebook, and Jack Dorsey, Twitter’s chief, are appearing before members of the Senate Judiciary Committee to defend actions by their companies to moderate speech. It is the second time in two months that the two C.E.O.s are testifying but this will probably have more fireworks than their last appearance as their companies took a central role during the recent election.",https://www.nytimes.com/2020/11/17/technology/twitter-facebook-senate-hearings.html
2020-11-17,The New York Times,Here’s the DealBook summit Day 2 lineup.,"On Day 2 of the DealBook Online Summit, we will hear from more top leaders from business, policy and culture on the world’s economic challenges, innovation in the age of Big Tech and the role of corporations in addressing racial inequality.",https://www.nytimes.com/2020/11/17/business/dealbook/heres-the-dealbook-summit-day-2-lineup.html
2020-11-17,The New York Times,"In China, people scramble for shots of unproven vaccines.",China has made its unproven vaccine candidates widely available to demonstrate their safety and effectiveness to a country that has long been skeptical of vaccines after a spate of quality scandals.,https://www.nytimes.com/2020/11/17/world/in-china-people-scramble-for-shots-of-unproven-vaccines.html
2020-11-17,The New York Times,Democrats call for more regulation of the tech industry.,Democrats showed no signs of letting up on criticisms of Facebook and Twitter at the hearing despite greater efforts by the companies to act on misinformation in the recent election.,https://www.nytimes.com/2020/11/17/technology/democrats-call-for-more-regulation-of-the-tech-industry.html
2020-11-17,The New York Times,"In sign of strain, Huawei will sell its budget smartphone brand, Honor.","The beleaguered Chinese tech giant Huawei said on Tuesday that it would sell its budget smartphone brand, Honor, to a Chinese state-owned entity, in a sign of the strain the company is under as the Trump administration’s restrictions on its business start to bite.",https://www.nytimes.com/2020/11/16/business/in-sign-of-strain-huawei-will-sell-its-budget-smartphone-brand-honor.html
2020-11-17,The New York Times,Trump has considered a strike on Iran before he leaves office.,President Trump has been dissuaded from striking Iran in recent days after his aides warned it could escalate into a broader conflict in his last weeks in office.,https://www.nytimes.com/2020/11/17/us/trump-has-considered-a-strike-on-iran-before-he-leaves-office.html
2020-11-17,The New York Times,DealBook gathers top business leaders and policymakers for an online summit.,"Tuesday is the first day of the DealBook Online Summit, featuring top newsmakers in business, policy and culture debating the most important issues of the moment — and the future. Speakers will consider the arc of innovation, the prospects for beating the pandemic, the race for a Covid-19 vaccine, and the future of policymaking in Washington.",https://www.nytimes.com/2020/11/17/business/dealbook-gathers-top-business-leaders-and-policymakers-for-an-online-summit.html
2020-11-17,The New York Times,The Final Front of the 2020 Ad Wars,"Hi. Welcome to On Politics, your guide to the day in national politics. I’m Nick Corasaniti, your host on Tuesdays for our coverage of all things media and messaging.",https://www.nytimes.com/2020/11/17/us/politics/georgia-runoff-ads.html
2020-11-17,The New York Times,Hurricane Iota Poses Threat of Floods and Landslides in Central America,This live coverage has ended.,https://www.nytimes.com/2020/11/17/world/americas/hurricane-iota-updates.html
2020-11-17,The New York Times,"No, the Georgia recount does not include reverifying signatures.","As Georgia election officials work to complete a recount of nearly five million ballots by Wednesday, President Trump is trying to cast doubt on the legitimacy of the process — a hand recount that his own campaign demanded.",https://www.nytimes.com/2020/11/17/technology/georgia-recount-signature-match.html
2020-11-17,The New York Times,Store Accused of Fat Shaming for Calling Large-Size Women’s Clothing ‘Rotten’,HONG KONG — “Slim.” “Beautiful.” “Rotten.” “Extra Rotten.” “Rotten to the Core.”,https://www.nytimes.com/2020/11/16/world/asia/china-fat-shaming-rmart-rotten.html
2020-11-17,The New York Times,How Twitter and Facebook plan to handle Trump’s accounts when he leaves office.,Many world leaders generally have wider latitude on Twitter and Facebook because their comments and posts are regarded as political speech that is in the realm of public interest. But what will happen to President Trump’s accounts on the social media platforms when he leaves office?,https://www.nytimes.com/2020/11/17/technology/how-twitter-and-facebook-plan-to-handle-trumps-accounts-when-he-leaves-office.html
2020-11-17,The New York Times,Lawmakers drill down on how Facebook and Twitter moderate content.,"At Tuesday’s hearing on social media and misinformation, much of the discussion focused on the minutiae of how Facebook and Twitter carry out the process of moderating the billions of pieces of content regularly posted to their networks.",https://www.nytimes.com/2020/11/17/technology/lawmakers-drill-down-on-how-facebook-and-twitter-moderate-content.html
2020-11-17,The New York Times,"Reassured by Biden Win, Palestinians Will Resume Cooperation With Israel","JERUSALEM — The Palestinian Authority said Tuesday that it was resuming its cooperation with Israel, ending six months of financial hardship for tens of thousands of West Bank residents and signaling relief over the election of Joseph R. Biden Jr.",https://www.nytimes.com/2020/11/17/world/middleeast/israel-palestinians-security-annexation.html
2020-11-17,The New York Times,"No, a high-level member of the Biden campaign was not arrested in Texas.","In recent days, conservative websites have reported that a high-level staff member in Texas for the election campaign of President-elect Joseph R. Biden Jr. was arrested on charges of voter fraud for his role in supposedly helping to orchestrate a ballot harvesting scheme.",https://www.nytimes.com/2020/11/17/technology/no-a-high-level-member-of-the-biden-campaign-was-not-arrested-in-texas.html
2020-11-17,The New York Times,Kind Bars to Be Acquired by Maker of Snickers,"Mars, the company behind M&M’s and Snickers, is acquiring the maker of Kind bars, the snacks that celebrate their lack of artificial flavors and preservatives, company executives told The New York Times in an interview.",https://www.nytimes.com/2020/11/17/business/dealbook/kind-bars-acquired-mars-snickers.html
2020-11-17,The New York Times,Lindsey Graham’s Long-Shot Mission to Unravel the Election Results,"In 2016, Senator Lindsey Graham of South Carolina praised the integrity of the nation’s elections system, criticizing claims by Donald J. Trump that the vote was “rigged.”",https://www.nytimes.com/2020/11/17/us/politics/lindsey-graham-georgia-trump-biden.html
2020-11-18,The New York Times,Republicans Stall in Challenging the Election,"What does Rudy Giuliani consider a fair daily rate for pressing unfounded legal claims about the validity of an election? Spoiler alert: It annualizes to about $5 million. It’s Wednesday, and this is your politics tip sheet. Sign up here to get On Politics in your inbox every weekday.",https://www.nytimes.com/2020/11/18/us/politics/republicans-election-trump.html
2020-11-18,The New York Times,"Democrats nominate Nancy Pelosi for another term as speaker, as she suggests it could be her last.","House Democrats, preparing for what may be the slimmest majority in two decades, re-elected Speaker Nancy Pelosi as their leader on Wednesday by voice vote, formally nominating the California Democrat for another term as speaker, which she later suggested could be her last.",https://www.nytimes.com/2020/11/18/us/politics/democrats-nominate-nancy-pelosi-for-another-term-as-speaker-as-she-suggests-it-could-be-her-last.html
2020-11-18,The New York Times,"Mexico, Outraged at Arrest of Ex-Official, Threatened to Toss U.S. Agents","From the moment U.S. federal agents arrested a former Mexican defense minister last month on drug trafficking charges, the highest levels of the Mexican government were outraged at being kept in the dark about the case, seeing it as an egregious breach of trust between allies.",https://www.nytimes.com/2020/11/18/world/americas/mexico-cienfuegos-barr.html
2020-11-18,The New York Times,"Kevin McCarthy, the House Minority Leader, Doesn’t Think Trump Is Going Away","WASHINGTON — For all the drama around the presidential race, the biggest surprise of the 2020 election may have been in the House, as Republicans gained seats and cut into the Democratic majority after a campaign in which officials in both parties expected the G.O.P. to lose seats.",https://www.nytimes.com/2020/11/18/us/politics/kevin-mccarthy-trump.html
2020-11-18,The New York Times,Apple Halves Its App Store Fee for the Smaller Companies,"Apple, facing growing antitrust scrutiny over what it charges other companies for access to its App Store, said on Wednesday that it would cut in half the fee it took from the smallest app developers.",https://www.nytimes.com/2020/11/18/technology/apple-app-store-fee.html
2020-11-18,The New York Times,Boris Johnson Lays Out U.K. Plan for a ‘Green Industrial Revolution’,"LONDON — Five years after deciding to phase out the use of coal, Britain took steps on Wednesday to address some of the country’s largest remaining sources of greenhouse gas emissions, announcing plans to end the sale of new gas and diesel cars within a decade and change the way people heat their homes.",https://www.nytimes.com/2020/11/18/world/europe/johnson-britain-energy-electric-cars-carbon.html
2020-11-18,The New York Times,"The pandemic makes young people more open to radicalization, British police say.",British police say the coronavirus pandemic and the subsequent social isolation have contributed to a “perfect storm” that is making more young people vulnerable to radicalization.,https://www.nytimes.com/2020/11/18/world/the-pandemic-makes-young-people-more-open-to-radicalization-british-police-say.html
2020-11-18,The New York Times,LeBron James Joins the Line-up for Day 2 of the DealBook Online Summit,"It’s the last day of our Online Summit, and we are announcing a special final panel: At 4 p.m. Eastern, watch the N.B.A. star LeBron James and Sherrilyn Ifill of the N.A.A.C.P. Legal Defense and Educational Fund speak with Andrew about the election and the More than a Vote campaign, which Mr. James founded to help make voting more accessible. More details about this and today’s other sessions below.",https://www.nytimes.com/2020/11/18/business/dealbook/dealbook-summit-lebron-james-jamie-dimon.html
2020-11-18,The New York Times,Northern Ireland Man Arrested Decades After Infamous Birmingham Bombings,"LONDON — The police have arrested a man in Northern Ireland in connection with the notorious bombing of two pubs in the English Midlands almost a half-century ago, they said Wednesday, an attack whose memory has endured as an emblem of deferred justice and enduring loss.",https://www.nytimes.com/2020/11/18/world/europe/uk-birmingham-bombings-arrest.html
2020-11-18,The New York Times,Many Republican governors still won’t state plainly that Biden won.,"Ten days after the presidential race was called for Joseph R. Biden Jr., only about a half-dozen of the nation’s 26 Republican governors have unequivocally acknowledged his victory or said that President Trump should concede.",https://www.nytimes.com/2020/11/18/us/politics/many-republican-governors-still-wont-state-plainly-that-biden-won.html
2020-11-18,The New York Times,Dolly Parton donated $1 million to help develop a coronavirus vaccine.,She wrote “I Will Always Love You” and “Jolene” on the same day and built a theme park around herself. She has given memorable onscreen performances as a wisecracking hairstylist and a harassed secretary. She even helped bring about the creation of “Buffy the Vampire Slayer.”,https://www.nytimes.com/2020/11/18/world/dolly-parton-donated-1-million-to-help-develop-a-coronavirus-vaccine.html
2020-11-18,The New York Times,‘Within Seconds Everything Was Gone’: Devastating Floods Submerge the Philippines,"TUGUEGARAO CITY, Philippines — Brown water submerged nearly everything, as entire villages were swallowed by the deluge.",https://www.nytimes.com/2020/11/18/world/asia/philippines-floods-photos.html
2020-11-18,The New York Times,Trump fires a cybersecurity official who called the election ‘the most secure in American history.’,"President Trump on Tuesday night fired his administration’s most senior cybersecurity official responsible for securing the presidential election, Christopher Krebs, who had systematically disputed Mr. Trump’s false declarations that the presidency was stolen from him through fraudulent ballots and software glitches that changed millions of votes.",https://www.nytimes.com/2020/11/18/us/politics/trump-fires-a-cybersecurity-official-who-called-the-election-the-most-secure-in-american-history.html
2020-11-18,The New York Times,Asylum Seeker Who Lost His Son on Trek to Greece Is Charged in His Death,"ATHENS — Greek authorities have charged an Afghan man in the death of his 6-year-old son as the pair tried to reach the country by sea, a move that rights groups say sets a worrying precedent in criminalizing migrants and is part of a strategy to dissuade them from attempting to travel to the country.",https://www.nytimes.com/2020/11/18/world/europe/asylum-seeker-son-greece.html
2020-11-18,The New York Times,Boeing 737 Max Is Cleared by F.A.A. to Fly Again,"After 20 months on the ground, Boeing’s 737 Max will soon fly again, ending a tragic episode that cost 346 people their lives and did serious damage to the big U.S. jet builder.",https://www.nytimes.com/2020/11/18/business/boeing-737-max-faa.html
2020-11-18,The New York Times,How the Out-of-Control Pandemic Is Speeding the Testing of Vaccines,"The coronavirus is spreading out of control in the United States, overwhelming health systems and killing more than 1,100 Americans a day. But there is a slender silver lining: It is hastening the testing of vaccines that could eventually end the pandemic.",https://www.nytimes.com/2020/11/18/business/covid-pandemic-speeding-vaccines.html
2020-11-18,The New York Times,Kentucky closes its schools and bans indoor dining again as virus cases surge.,"Kentucky will suspend all in-person instruction in elementary, middle and high schools beginning next week, ban indoor service at bars and restaurants and impose new limits on indoor gatherings, Gov. Andy Beshear announced on Wednesday, citing a steep rise in coronavirus cases and hospitalizations in the state.“We are in the midst of exponential growth,” Governor Beshear said. “Our top five highest days ever in this virus of positive cases have all been in the last week.”",https://www.nytimes.com/2020/11/18/world/kentucky-closes-its-schools-and-bans-indoor-dining-again-as-virus-cases-surge.html
2020-11-18,The New York Times,"Turkey, accused of understating the crisis, cancels in-person classes.","The Turkish government, facing growing public anger over its handling of the pandemic and accusations that it is hiding the true toll of the coronavirus, announced that it would close classrooms and impose new restrictions on movement on weekends as part of a raft of measures as the death toll in the country steadily rises.",https://www.nytimes.com/2020/11/18/world/turkey-accused-of-understating-the-crisis-cancels-in-person-classes.html
2020-11-18,The New York Times,Election misinformation often evaded YouTube’s efforts to stop it.,"YouTube videos endorsing the false idea that there was widespread election fraud were viewed more than 138 million times on the week of Nov. 3, according to a report from an independent research project that has been studying misinformation trends on the video site.",https://www.nytimes.com/2020/11/18/technology/election-misinformation-often-evaded-youtubes-efforts-to-stop-it.html
2020-11-18,The New York Times,"Catch up on the latest news, from the DealBook newsletter.","Every day, the DealBook newsletter helps subscribers makes sense of the latest business and policy news. Here are some of the stories in today’s edition:",https://www.nytimes.com/2020/11/18/business/dealbook/catch-up-on-the-latest-news-from-the-dealbook-newsletter.html
2020-11-18,The New York Times,G.O.P. faces outcry in Michigan after refusing to certify vote: ‘You could see the racism.’,DETROIT — Mayor Mike Duggan of Detroit on Wednesday accused President Trump’s allies in Michigan’s most populous county of racism after they initially refused to certify the election results over slight discrepancies in majority-Black precincts — while ignoring similar problems in heavily white areas.,https://www.nytimes.com/2020/11/18/us/politics/gop-faces-outcry-in-michigan-after-refusing-to-certify-vote-you-could-see-the-racism.html
2020-11-18,The New York Times,"Linda Henry, Who Owns Boston Globe With Her Husband, Becomes Its C.E.O.","Linda Pizzuti Henry on Wednesday became the chief executive officer of Boston Globe Media Partners, the parent company of The Boston Globe, Boston.com and STAT News. Along with her husband, John W. Henry, Ms. Henry is an owner of Boston Globe Media Partners, the Boston Red Sox and the Liverpool Football Club.",https://www.nytimes.com/2020/11/18/business/media/boston-globe-linda-henry.html
2020-11-18,The New York Times,Watch: Day 2 at the DealBook summit.,,https://www.nytimes.com/2020/11/18/business/dealbook/watch-day-2-at-the-dealbook-summit.html
2020-11-18,The New York Times,An out-of-control pandemic is speeding the hunt for vaccines.,"In the past week, the United States has reported a daily average of nearly 160,000 new coronavirus cases. The virus is overwhelming health systems and killing more than 1,100 Americans a day. But there is a slender silver lining: It is hastening the testing of vaccines that could eventually end the pandemic.",https://www.nytimes.com/2020/11/18/world/an-out-of-control-pandemic-is-speeding-the-hunt-for-vaccines.html
2020-11-18,The New York Times,"Abandoning its loose approach to virus controls, Sweden clamps down.","In the spring, as European governments imposed draconian lockdown orders that turned capitals into ghost towns and forced people to largely confine themselves to their homes, Sweden opted for a lighter touch.",https://www.nytimes.com/2020/11/18/world/abandoning-its-loose-approach-to-virus-controls-sweden-clamps-down.html
2020-11-18,The New York Times,How to Have a Fully Remote Family Thanksgiving,"Because of the relentless pandemic, many people are staying home for Thanksgiving this year. No technology can ever fully replace an in-person holiday gathering. But it is possible to recreate some family traditions online or even learn new skills — like roasting turkey.",https://www.nytimes.com/2020/11/18/technology/personaltech/how-to-have-a-fully-remote-family-thanksgiving.html
2020-11-18,The New York Times,‘Jetman’ Who Flew Beside a Plane Dies While Training in Dubai,"Vincent Reffet, a French stuntman known for limit-defying jumps from the world’s tallest towers and highest mountains, and aerial feats alongside planes using a jetpack, died in Dubai during a training session on Tuesday, his company said. He was 36.",https://www.nytimes.com/2020/11/18/world/europe/vincent-reffet-jetman-dead.html
2020-11-18,The New York Times,Giuliani peddles election conspiracy theories and falsehoods.,"Rudolph W. Giuliani, President Trump’s personal lawyer, has spread a litany of falsehoods and conspiracy theories in media appearances and social media over the past week.",https://www.nytimes.com/2020/11/17/technology/giuliani-peddles-election-conspiracy-theories-and-falsehoods.html
2020-11-18,The New York Times,The vaccines will probably work. Making them fast will be the hard part.,The promising news that not just one but two coronavirus vaccines were more than 90 percent effective in early results has buoyed hopes that an end to the pandemic is in sight.,https://www.nytimes.com/2020/11/18/world/the-vaccines-will-probably-work-making-them-fast-will-be-the-hard-part.html
2020-11-18,The New York Times,"Children in the U.S. may miss 9 million vaccine doses this year, a report warns.","Children in the United States are on pace this year to miss nine million vaccine doses for measles, polio and other highly contagious diseases, according to medical claims data — a disruption that health care authorities called alarming and attributed to the coronavirus pandemic.",https://www.nytimes.com/2020/11/18/world/children-in-the-us-may-miss-9-million-vaccine-doses-this-year-a-report-warns.html
2020-11-18,The New York Times,"When Michigan Republicans Refused to Certify Votes, It Wasn’t Normal","For a few hours on Tuesday, it looked as though two Republican officials in Wayne County, Mich., might reject the will of hundreds of thousands of voters.",https://www.nytimes.com/2020/11/18/us/politics/michigan-election-results.html
2020-11-18,The New York Times,Boeing’s 737 Max Will Be Flying Again. What Do Travelers Need to Know?,"The Federal Aviation Administration has lifted its ban on Boeing’s 737 Max, allowing the plane to return to the skies after being grounded for more than 20 months following crashes in Indonesia and Ethiopia that killed 346 people.",https://www.nytimes.com/article/boeing-737-max-airlines-flying-travel.html
2020-11-18,The New York Times,Something Elizabeth Warren and Jamie Dimon agree on: The presidential transition must begin.,"The consequences of President Trump’s refusal to concede the election has leaders in government and business worried. Speaking at the DealBook Online Summit Tuesday and Wednesday, they said administrative delays threaten a smooth transition that’s especially critical in a pandemic and amid economic crisis. Massachusetts Senator Elizabeth Warren said she was “very worried about the transition process.”",https://www.nytimes.com/2020/11/18/world/something-elizabeth-warren-and-jamie-dimon-agree-on-the-presidential-transition-must-begin.html
2020-11-18,The New York Times,"Second Epstein Investigation Begins at Victoria’s Secret, but What’s Changed?","It has been more than a year since L Brands, the owner of Victoria’s Secret, said it was hiring a law firm to investigate its billionaire founder Leslie H. Wexner’s close ties to the convicted sex criminal Jeffrey Epstein, but no findings have been made public and the review has seemed to fade from view.",https://www.nytimes.com/2020/11/18/business/victorias-secret-internal-culture-les-wexner.html
2020-11-18,The New York Times,"Layers of Tragedy, in a Cemetery and in the Mountains","KELBAJAR, Azerbaijan — It’s the little things that stick with you.",https://www.nytimes.com/2020/11/18/world/europe/layers-of-tragedy-in-a-cemetery-and-in-the-mountains.html
2020-11-18,The New York Times,Iran accelerates its nuclear program while offering Biden a path back from confrontation.,"Days after President Trump asked for options to take military action against Iran’s major nuclear site, the government in Tehran has sent conflicting signals, taking a major step to speed up its production of nuclear fuel but also offering President-elect Joseph R. Biden Jr. a way to defuse a potential confrontation.",https://www.nytimes.com/2020/11/18/us/politics/iran-accelerates-its-nuclear-program-while-offering-biden-a-path-back-from-confrontation.html
2020-11-18,The New York Times,"New Orleans cancels 2021 Mardi Gras parades, which normally draw seas of tourists.","New Orleans announced that there would be no parades during the February 2021 Mardi Gras celebrations, bowing to the near-certainty that the coronavirus pandemic will remain a public health crisis through the winter.",https://www.nytimes.com/2020/11/18/world/new-orleans-cancels-2021-mardi-gras-parades-which-normally-draw-seas-of-tourists.html
2020-11-18,The New York Times,Pompeo and Bahraini Minister Visit Israel After Strikes on Iranian Forces in Syria,"JERUSALEM — Secretary of State Mike Pompeo and his Bahraini counterpart landed in Israel on Wednesday to mark a new, U.S.-brokered normalization deal just hours after Israeli forces carried out retaliatory airstrikes on Iranian targets in Syria.",https://www.nytimes.com/2020/11/18/world/middleeast/airstrikes-israel-syria-iran.html
2020-11-18,The New York Times,"France surpasses two million cases, and other news from around the world.","Even as France became the first country in Europe to pass two million detected cases of coronavirus infection this week, authorities expressed optimism that weeks of restrictions on movement and social interactions were starting to slow the spread of the virus.",https://www.nytimes.com/2020/11/18/world/france-surpasses-two-million-cases-and-other-news-from-around-the-world.html
2020-11-18,The New York Times,Michigan Republicans Backtrack After Refusing to Certify Election Results,DETROIT — Republican members of a key Michigan elections board refused on Tuesday to certify Detroit’s election results in a nakedly partisan effort to hold up Joseph R. Biden Jr.’s victory over President Trump — only to reverse themselves after an outcry from the city’s voters and state officials.,https://www.nytimes.com/2020/11/17/us/politics/michigan-certify-election-results.html
2020-11-18,The New York Times,Local officials rebut 3 dead-voter claims by the Trump campaign.,"Last week, the Trump campaign published a series of posts on Facebook and Twitter identifying dead Americans whose names, the campaign alleged, were used to cast votes in this month’s election. The seven people were from Georgia and Pennsylvania, two battleground states that were crucial to Joseph R. Biden Jr.’s victory.",https://www.nytimes.com/2020/11/18/technology/dead-voters-false-claims.html
