Ticker,Date,Close
SP500,12/16/2019,3191.45
SP500,12/17/2019,3192.52
SP500,12/18/2019,3191.14
SP500,12/19/2019,3205.37
SP500,12/20/2019,3221.22
SP500,12/23/2019,3224.01
SP500,12/24/2019,3223.38
SP500,12/26/2019,3239.91
SP500,12/27/2019,3240.02
SP500,12/30/2019,3221.29
SP500,12/31/2019,3230.78
SP500,1/2/2020,3257.85
SP500,1/3/2020,3234.85
SP500,1/6/2020,3246.28
SP500,1/7/2020,3237.18
SP500,1/8/2020,3253.05
SP500,1/9/2020,3274.7
SP500,1/10/2020,3265.35
SP500,1/13/2020,3288.13
SP500,1/14/2020,3283.15
SP500,1/15/2020,3289.29
SP500,1/16/2020,3316.81
SP500,1/17/2020,3329.62
SP500,1/21/2020,3320.79
SP500,1/22/2020,3321.75
SP500,1/23/2020,3325.54
SP500,1/24/2020,3295.47
SP500,1/27/2020,3243.63
SP500,1/28/2020,3276.24
SP500,1/29/2020,3273.4
SP500,1/30/2020,3283.66
SP500,1/31/2020,3225.52
SP500,2/3/2020,3248.92
SP500,2/4/2020,3297.59
SP500,2/5/2020,3334.69
SP500,2/6/2020,3345.78
SP500,2/7/2020,3327.71
SP500,2/10/2020,3352.09
SP500,2/11/2020,3357.75
SP500,2/12/2020,3379.45
SP500,2/13/2020,3373.94
SP500,2/14/2020,3380.16
SP500,2/18/2020,3370.29
SP500,2/19/2020,3386.15
SP500,2/20/2020,3373.23
SP500,2/21/2020,3337.75
SP500,2/24/2020,3225.89
SP500,2/25/2020,3128.21
SP500,2/26/2020,3116.39
SP500,2/27/2020,2978.76
SP500,2/28/2020,2954.22
SP500,3/2/2020,3090.23
SP500,3/3/2020,3003.37
SP500,3/4/2020,3130.12
SP500,3/5/2020,3023.94
SP500,3/6/2020,2972.37
SP500,3/9/2020,2746.56
SP500,3/10/2020,2882.23
SP500,3/11/2020,2741.38
SP500,3/12/2020,2480.64
SP500,3/13/2020,2711.02
SP500,3/16/2020,2386.13
SP500,3/17/2020,2529.19
SP500,3/18/2020,2398.1
SP500,3/19/2020,2409.39
SP500,3/20/2020,2304.92
SP500,3/23/2020,2237.4
SP500,3/24/2020,2447.33
SP500,3/25/2020,2475.56
SP500,3/26/2020,2630.07
SP500,3/27/2020,2541.47
SP500,3/30/2020,2626.65
SP500,3/31/2020,2584.59
SP500,4/1/2020,2470.5
SP500,4/2/2020,2526.9
